epoch,loss,metrics,val_loss,val_metrics
0,0.31056156754493713,0.6894382834434509,0.41513538360595703,0.5848647356033325
1,0.27496349811553955,0.7250365614891052,0.35551774501800537,0.6444822549819946
2,0.27063262462615967,0.7293674945831299,0.2882460951805115,0.7117539644241333
3,0.266753226518631,0.7332471013069153,0.26907074451446533,0.7309292554855347
4,0.264335572719574,0.7356645464897156,0.2680753171443939,0.7319247126579285
5,0.26273787021636963,0.7372624278068542,0.2661186754703522,0.7338812947273254
6,0.26150625944137573,0.7384937405586243,0.26670894026756287,0.73329097032547
7,0.2605341672897339,0.7394660115242004,0.2649381756782532,0.7350618839263916
8,0.2597966194152832,0.7402032017707825,0.2655995190143585,0.7344005703926086
9,0.2591302990913391,0.7408697605133057,0.2642297148704529,0.7357702851295471
10,0.25843897461891174,0.7415611147880554,0.2638092041015625,0.7361907958984375
11,0.25800082087516785,0.7419993281364441,0.2662259042263031,0.7337741255760193
12,0.2573903203010559,0.7426096796989441,0.26519277691841125,0.7348071336746216
13,0.25681814551353455,0.7431820631027222,0.2622391879558563,0.7377607226371765
14,0.2563934624195099,0.7436063885688782,0.26350924372673035,0.736490786075592
15,0.2562565505504608,0.743743360042572,0.2628728449344635,0.7371271848678589
16,0.2556847631931305,0.7443154454231262,0.2613241970539093,0.7386758923530579
17,0.2553994357585907,0.744600772857666,0.26234349608421326,0.7376565337181091
18,0.25480300188064575,0.7451967597007751,0.262589693069458,0.737410306930542
19,0.254779577255249,0.7452203631401062,0.2618010938167572,0.7381988763809204
20,0.2541744112968445,0.7458258271217346,0.2612367570400238,0.7387632131576538
21,0.2540414035320282,0.7459585070610046,0.26251012086868286,0.7374898195266724
22,0.25367891788482666,0.7463212013244629,0.2609391510486603,0.7390607595443726
23,0.25341397523880005,0.7465860247612,0.26112794876098633,0.7388721108436584
24,0.25308912992477417,0.7469108700752258,0.2614719271659851,0.7385281324386597
25,0.25314241647720337,0.7468572854995728,0.26061683893203735,0.7393831014633179
26,0.25248801708221436,0.7475119233131409,0.2635648250579834,0.7364351749420166
27,0.25246021151542664,0.7475400567054749,0.26176050305366516,0.7382395267486572
28,0.25230056047439575,0.7476995587348938,0.2608722448348999,0.7391277551651001
29,0.25196895003318787,0.7480310797691345,0.26120784878730774,0.7387921810150146
30,0.25177323818206787,0.7482268214225769,0.26054713129997253,0.7394528985023499
31,0.25150129199028015,0.748498797416687,0.2608082890510559,0.7391917109489441
32,0.2516001760959625,0.7483997344970703,0.2630847096443176,0.7369153499603271
33,0.25128820538520813,0.7487115859985352,0.2606038749217987,0.7393960952758789
34,0.25120529532432556,0.748794674873352,0.26180940866470337,0.7381905317306519
35,0.2510683834552765,0.7489315271377563,0.2607439458370209,0.7392560243606567
36,0.25067123770713806,0.7493286728858948,0.2606829106807709,0.7393170595169067
37,0.2506949305534363,0.7493051886558533,0.26037055253982544,0.7396295070648193
38,0.25062939524650574,0.7493707537651062,0.2616146206855774,0.7383854389190674
39,0.2502388656139374,0.7497611045837402,0.26103097200393677,0.738969087600708
40,0.25023722648620605,0.749762773513794,0.26119861006736755,0.7388013005256653
41,0.2500503659248352,0.74994957447052,0.2604508697986603,0.7395490407943726
42,0.24979126453399658,0.750208854675293,0.2613320052623749,0.7386680245399475
43,0.24963688850402832,0.7503631114959717,0.26062169671058655,0.7393783330917358
44,0.24957036972045898,0.7504298686981201,0.259430468082428,0.740569531917572
45,0.24960777163505554,0.7503923773765564,0.2600429058074951,0.7399570345878601
46,0.24941232800483704,0.7505876421928406,0.2608804404735565,0.7391195893287659
47,0.24922989308834076,0.7507700324058533,0.26117125153541565,0.7388287782669067
48,0.24907144904136658,0.7509284019470215,0.26023516058921814,0.7397648692131042
49,0.24900700151920319,0.7509928345680237,0.25964444875717163,0.7403554916381836
50,0.24866701662540436,0.7513332366943359,0.26069149374961853,0.7393084168434143
51,0.24892385303974152,0.7510762214660645,0.25996097922325134,0.7400389909744263
52,0.24877026677131653,0.7512293457984924,0.2608591318130493,0.7391408085823059
53,0.24855850636959076,0.751441240310669,0.26087960600852966,0.739120364189148
54,0.24828577041625977,0.7517143487930298,0.2609540820121765,0.7390459179878235
55,0.24820749461650848,0.7517926692962646,0.2600589096546173,0.7399410009384155
56,0.24829226732254028,0.751707911491394,0.2624014914035797,0.7375985383987427
57,0.2483329027891159,0.7516669631004333,0.26226919889450073,0.7377308011054993
58,0.24804440140724182,0.751955509185791,0.2608880400657654,0.7391119599342346
59,0.24802729487419128,0.7519727945327759,0.2604048252105713,0.7395951747894287
60,0.24793769419193268,0.7520622611045837,0.2611355185508728,0.7388644814491272
61,0.248059943318367,0.7519399523735046,0.2603692412376404,0.7396308183670044
62,0.2477031648159027,0.7522969245910645,0.26016396284103394,0.7398359775543213
63,0.24795585870742798,0.7520444393157959,0.2615402936935425,0.7384597659111023
64,0.24759450554847717,0.7524057030677795,0.26239410042762756,0.73760586977005
65,0.24744194746017456,0.7525582909584045,0.2601723074913025,0.739827573299408
66,0.24742929637432098,0.7525705695152283,0.26042935252189636,0.7395706176757812
